ProductKey;ProductAlternateKey;ProductName;Category;SubCategory;Product Color;Product Size;Weight;ModelName;Description;Status
231;LJ-0192-M;Long-Sleeve Logo Jersey, M;Uncategorized;Jerseys;Multi;M;NULL;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Current
232;LJ-0192-L;Long-Sleeve Logo Jersey, L;Uncategorized;Jerseys;Multi;L;NULL;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Not cur
233;LJ-0192-L;Long-Sleeve Logo Jersey, L;Uncategorized;Jerseys;Multi;L;NULL;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Not cur
234;LJ-0192-L;Long-Sleeve Logo Jersey, L;Uncategorized;Jerseys;Multi;L;NULL;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Current
235;LJ-0192-X;Long-Sleeve Logo Jersey, XL;Uncategorized;Jerseys;Multi;XL;NULL;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Not cur
236;LJ-0192-X;Long-Sleeve Logo Jersey, XL;Uncategorized;Jerseys;Multi;XL;NULL;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Not cur
237;LJ-0192-X;Long-Sleeve Logo Jersey, XL;Uncategorized;Jerseys;Multi;XL;NULL;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Current
238;FR-R92R-62;HL Road Frame - Red, 62;Uncategorized;Road Frames;Red;62;2,3;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Not cur
239;FR-R92R-62;HL Road Frame - Red, 62;Uncategorized;Road Frames;Red;62;2,3;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Not cur
240;FR-R92R-62;HL Road Frame - Red, 62;Uncategorized;Road Frames;Red;62;2,3;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
241;FR-R92R-44;HL Road Frame - Red, 44;Uncategorized;Road Frames;Red;44;2,12;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Not cur
242;FR-R92R-44;HL Road Frame - Red, 44;Uncategorized;Road Frames;Red;44;2,12;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Not cur
243;FR-R92R-44;HL Road Frame - Red, 44;Uncategorized;Road Frames;Red;44;2,12;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
244;FR-R92R-48;HL Road Frame - Red, 48;Uncategorized;Road Frames;Red;48;2,16;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Not cur
245;FR-R92R-48;HL Road Frame - Red, 48;Uncategorized;Road Frames;Red;48;2,16;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Not cur
246;FR-R92R-48;HL Road Frame - Red, 48;Uncategorized;Road Frames;Red;48;2,16;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
247;FR-R92R-52;HL Road Frame - Red, 52;Uncategorized;Road Frames;Red;52;2,2;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Not cur
248;FR-R92R-52;HL Road Frame - Red, 52;Uncategorized;Road Frames;Red;52;2,2;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Not cur
249;FR-R92R-52;HL Road Frame - Red, 52;Uncategorized;Road Frames;Red;52;2,2;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
250;FR-R92R-56;HL Road Frame - Red, 56;Uncategorized;Road Frames;Red;56;2,24;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Not cur
251;FR-R92R-56;HL Road Frame - Red, 56;Uncategorized;Road Frames;Red;56;2,24;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Not cur
252;FR-R92R-56;HL Road Frame - Red, 56;Uncategorized;Road Frames;Red;56;2,24;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
253;FR-R38B-58;LL Road Frame - Black, 58;Uncategorized;Road Frames;Black;58;2,46;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
254;FR-R38B-58;LL Road Frame - Black, 58;Uncategorized;Road Frames;Black;58;2,46;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
255;FR-R38B-58;LL Road Frame - Black, 58;Uncategorized;Road Frames;Black;58;2,46;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Current
256;FR-R38B-60;LL Road Frame - Black, 60;Uncategorized;Road Frames;Black;60;2,48;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
257;FR-R38B-60;LL Road Frame - Black, 60;Uncategorized;Road Frames;Black;60;2,48;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
258;FR-R38B-60;LL Road Frame - Black, 60;Uncategorized;Road Frames;Black;60;2,48;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Current
259;FR-R38B-62;LL Road Frame - Black, 62;Uncategorized;Road Frames;Black;62;2,5;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
260;FR-R38B-62;LL Road Frame - Black, 62;Uncategorized;Road Frames;Black;62;2,5;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
261;FR-R38B-62;LL Road Frame - Black, 62;Uncategorized;Road Frames;Black;62;2,5;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Current
262;FR-R38R-44;LL Road Frame - Red, 44;Uncategorized;Road Frames;Red;44;2,32;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
263;FR-R38R-44;LL Road Frame - Red, 44;Uncategorized;Road Frames;Red;44;2,32;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
264;FR-R38R-48;LL Road Frame - Red, 48;Uncategorized;Road Frames;Red;48;2,36;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
265;FR-R38R-48;LL Road Frame - Red, 48;Uncategorized;Road Frames;Red;48;2,36;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
266;FR-R38R-52;LL Road Frame - Red, 52;Uncategorized;Road Frames;Red;52;2,4;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
267;FR-R38R-52;LL Road Frame - Red, 52;Uncategorized;Road Frames;Red;52;2,4;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
268;FR-R38R-58;LL Road Frame - Red, 58;Uncategorized;Road Frames;Red;58;2,46;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
269;FR-R38R-58;LL Road Frame - Red, 58;Uncategorized;Road Frames;Red;58;2,46;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
270;FR-R38R-60;LL Road Frame - Red, 60;Uncategorized;Road Frames;Red;60;2,48;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
271;FR-R38R-60;LL Road Frame - Red, 60;Uncategorized;Road Frames;Red;60;2,48;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
272;FR-R38R-62;LL Road Frame - Red, 62;Uncategorized;Road Frames;Red;62;2,5;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
273;FR-R38R-62;LL Road Frame - Red, 62;Uncategorized;Road Frames;Red;62;2,5;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
274;FR-R72R-44;ML Road Frame - Red, 44;Uncategorized;Road Frames;Red;44;2,22;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Not cur
275;FR-R72R-48;ML Road Frame - Red, 48;Uncategorized;Road Frames;Red;48;2,26;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Not cur
276;FR-R72R-52;ML Road Frame - Red, 52;Uncategorized;Road Frames;Red;52;2,3;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Not cur
277;FR-R72R-58;ML Road Frame - Red, 58;Uncategorized;Road Frames;Red;58;2,36;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Not cur
278;FR-R72R-60;ML Road Frame - Red, 60;Uncategorized;Road Frames;Red;60;2,38;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Not cur
279;FR-R38B-44;LL Road Frame - Black, 44;Uncategorized;Road Frames;Black;44;2,32;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
280;FR-R38B-44;LL Road Frame - Black, 44;Uncategorized;Road Frames;Black;44;2,32;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
281;FR-R38B-44;LL Road Frame - Black, 44;Uncategorized;Road Frames;Black;44;2,32;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Current
282;FR-R38B-48;LL Road Frame - Black, 48;Uncategorized;Road Frames;Black;48;2,36;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
283;FR-R38B-48;LL Road Frame - Black, 48;Uncategorized;Road Frames;Black;48;2,36;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
284;FR-R38B-48;LL Road Frame - Black, 48;Uncategorized;Road Frames;Black;48;2,36;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Current
285;FR-R38B-52;LL Road Frame - Black, 52;Uncategorized;Road Frames;Black;52;2,4;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
286;FR-R38B-52;LL Road Frame - Black, 52;Uncategorized;Road Frames;Black;52;2,4;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Not cur
287;FR-R38B-52;LL Road Frame - Black, 52;Uncategorized;Road Frames;Black;52;2,4;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Current
288;FR-M94S-42;HL Mountain Frame - Silver, 42;Uncategorized;Mountain Frames;Silver;42;2,72;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
289;FR-M94S-42;HL Mountain Frame - Silver, 42;Uncategorized;Mountain Frames;Silver;42;2,72;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
290;FR-M94S-42;HL Mountain Frame - Silver, 42;Uncategorized;Mountain Frames;Silver;42;2,72;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Current
291;FR-M94S-44;HL Mountain Frame - Silver, 44;Uncategorized;Mountain Frames;Silver;44;2,76;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
292;FR-M94S-52;HL Mountain Frame - Silver, 48;Uncategorized;Mountain Frames;Silver;48;2,8;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
293;FR-M94S-46;HL Mountain Frame - Silver, 46;Uncategorized;Mountain Frames;Silver;46;2,84;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
294;FR-M94S-46;HL Mountain Frame - Silver, 46;Uncategorized;Mountain Frames;Silver;46;2,84;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
295;FR-M94S-46;HL Mountain Frame - Silver, 46;Uncategorized;Mountain Frames;Silver;46;2,84;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Current
296;FR-M94B-42;HL Mountain Frame - Black, 42;Uncategorized;Mountain Frames;Black;42;2,72;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
297;FR-M94B-42;HL Mountain Frame - Black, 42;Uncategorized;Mountain Frames;Black;42;2,72;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
298;FR-M94B-42;HL Mountain Frame - Black, 42;Uncategorized;Mountain Frames;Black;42;2,72;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Current
299;FR-M94B-44;HL Mountain Frame - Black, 44;Uncategorized;Mountain Frames;Black;44;2,76;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
300;FR-M94B-48;HL Mountain Frame - Black, 48;Uncategorized;Mountain Frames;Black;48;2,8;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
301;FR-M94B-46;HL Mountain Frame - Black, 46;Uncategorized;Mountain Frames;Black;46;2,84;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
302;FR-M94B-46;HL Mountain Frame - Black, 46;Uncategorized;Mountain Frames;Black;46;2,84;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
303;FR-M94B-46;HL Mountain Frame - Black, 46;Uncategorized;Mountain Frames;Black;46;2,84;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Current
304;FR-M94B-38;HL Mountain Frame - Black, 38;Uncategorized;Mountain Frames;Black;38;2,68;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
305;FR-M94B-38;HL Mountain Frame - Black, 38;Uncategorized;Mountain Frames;Black;38;2,68;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
306;FR-M94B-38;HL Mountain Frame - Black, 38;Uncategorized;Mountain Frames;Black;38;2,68;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Current
307;FR-M94S-38;HL Mountain Frame - Silver, 38;Uncategorized;Mountain Frames;Silver;38;2,68;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
308;FR-M94S-38;HL Mountain Frame - Silver, 38;Uncategorized;Mountain Frames;Silver;38;2,68;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Not cur
309;FR-M94S-38;HL Mountain Frame - Silver, 38;Uncategorized;Mountain Frames;Silver;38;2,68;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Current
310;BK-R93R-62;Road-150 Red, 62;Components;Road Bikes;Red;62;15;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Not cur
311;BK-R93R-44;Road-150 Red, 44;Components;Road Bikes;Red;44;13,77;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Not cur
312;BK-R93R-48;Road-150 Red, 48;Components;Road Bikes;Red;48;14,13;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Not cur
313;BK-R93R-52;Road-150 Red, 52;Components;Road Bikes;Red;52;14,42;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Not cur
314;BK-R93R-56;Road-150 Red, 56;Components;Road Bikes;Red;56;14,68;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Not cur
315;BK-R68R-58;Road-450 Red, 58;Components;Road Bikes;Red;58;17,79;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Not cur
316;BK-R68R-60;Road-450 Red, 60;Components;Road Bikes;Red;60;17,9;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Not cur
317;BK-R68R-44;Road-450 Red, 44;Components;Road Bikes;Red;44;16,77;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Not cur
318;BK-R68R-48;Road-450 Red, 48;Components;Road Bikes;Red;48;17,13;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Not cur
319;BK-R68R-52;Road-450 Red, 52;Components;Road Bikes;Red;52;17,42;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Not cur
320;BK-R50R-58;Road-650 Red, 58;Components;Road Bikes;Red;58;19,79;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
321;BK-R50R-58;Road-650 Red, 58;Components;Road Bikes;Red;58;19,79;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
322;BK-R50R-60;Road-650 Red, 60;Components;Road Bikes;Red;60;19,9;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
323;BK-R50R-60;Road-650 Red, 60;Components;Road Bikes;Red;60;19,9;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
324;BK-R50R-62;Road-650 Red, 62;Components;Road Bikes;Red;62;20;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
325;BK-R50R-62;Road-650 Red, 62;Components;Road Bikes;Red;62;20;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
326;BK-R50R-44;Road-650 Red, 44;Components;Road Bikes;Red;44;18,77;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
327;BK-R50R-44;Road-650 Red, 44;Components;Road Bikes;Red;44;18,77;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
328;BK-R50R-48;Road-650 Red, 48;Components;Road Bikes;Red;48;19,13;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
329;BK-R50R-48;Road-650 Red, 48;Components;Road Bikes;Red;48;19,13;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
330;BK-R50R-52;Road-650 Red, 52;Components;Road Bikes;Red;52;19,42;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
331;BK-R50R-52;Road-650 Red, 52;Components;Road Bikes;Red;52;19,42;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
332;BK-R50B-58;Road-650 Black, 58;Components;Road Bikes;Black;58;19,79;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
333;BK-R50B-58;Road-650 Black, 58;Components;Road Bikes;Black;58;19,79;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
334;BK-R50B-60;Road-650 Black, 60;Components;Road Bikes;Black;60;19,9;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
335;BK-R50B-60;Road-650 Black, 60;Components;Road Bikes;Black;60;19,9;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
336;BK-R50B-62;Road-650 Black, 62;Components;Road Bikes;Black;62;20;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
337;BK-R50B-62;Road-650 Black, 62;Components;Road Bikes;Black;62;20;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
338;BK-R50B-44;Road-650 Black, 44;Components;Road Bikes;Black;44;18,77;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
339;BK-R50B-44;Road-650 Black, 44;Components;Road Bikes;Black;44;18,77;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
340;BK-R50B-48;Road-650 Black, 48;Components;Road Bikes;Black;48;19,13;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
341;BK-R50B-48;Road-650 Black, 48;Components;Road Bikes;Black;48;19,13;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
342;BK-R50B-52;Road-650 Black, 52;Components;Road Bikes;Black;52;19,42;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
343;BK-R50B-52;Road-650 Black, 52;Components;Road Bikes;Black;52;19,42;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Not cur
344;BK-M82S-38;Mountain-100 Silver, 38;Bikes;Mountain Bikes;Silver;38;20,35;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Not cur
345;BK-M82S-42;Mountain-100 Silver, 42;Bikes;Mountain Bikes;Silver;42;20,77;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Not cur
346;BK-M82S-44;Mountain-100 Silver, 44;Bikes;Mountain Bikes;Silver;44;21,13;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Not cur
347;BK-M82S-48;Mountain-100 Silver, 48;Bikes;Mountain Bikes;Silver;48;21,42;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Not cur
348;BK-M82B-38;Mountain-100 Black, 38;Bikes;Mountain Bikes;Black;38;20,35;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Not cur
349;BK-M82B-42;Mountain-100 Black, 42;Bikes;Mountain Bikes;Black;42;20,77;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Not cur
350;BK-M82B-44;Mountain-100 Black, 44;Bikes;Mountain Bikes;Black;44;21,13;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Not cur
351;BK-M82B-48;Mountain-100 Black, 48;Bikes;Mountain Bikes;Black;48;21,42;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Not cur
352;BK-M68S-38;Mountain-200 Silver, 38;Bikes;Mountain Bikes;Silver;38;23,35;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Not cur
353;BK-M68S-38;Mountain-200 Silver, 38;Bikes;Mountain Bikes;Silver;38;23,35;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Current
